,customerid,surname,creditscore,geography,gender,age,tenure,balance,numofproducts,hascrcard,isactivemember,estimatedsalary,exited
1791,15776467,De Salis,702,Spain,Female,35,8,14262.8,2,yes,no,54689.16,no
1792,15746451,Barry,686,Spain,Male,41,7,102749.72,1,no,yes,194913.86,no
1793,15777922,Afamefuna,629,Spain,Male,36,1,161757.87,2,yes,yes,146371.72,no
1794,15606841,Ibbott,823,France,Male,38,1,0.0,2,yes,no,156603.7,no
1795,15757648,Marshall,683,Germany,Female,35,5,95698.79,1,no,yes,182566.76,no
1796,15677173,Law,555,France,Male,37,9,124969.13,1,yes,no,60194.05,no
1797,15764170,Pinto,647,Germany,Male,44,4,93960.35,1,yes,no,36579.53,yes
1798,15610446,Chinedum,714,France,Female,51,4,88308.87,3,no,no,5862.53,yes
1799,15612776,McKay,850,Spain,Female,39,10,0.0,2,yes,yes,143030.09,no
1800,15794122,Otutodilinna,713,France,Female,59,3,0.0,2,yes,yes,62700.08,no
1801,15774931,She,452,France,Male,30,7,112935.87,1,yes,yes,99017.34,no
1802,15779247,Pai,683,Spain,Female,24,8,98567.1,1,yes,no,187987.01,no
1803,15707078,Kruglov,577,France,Female,26,1,180530.51,1,no,no,123454.62,no
1804,15605263,Chin,552,France,Male,33,5,140931.57,1,no,yes,10921.5,no
1805,15607381,King,769,Germany,Female,31,7,148913.72,2,yes,no,53817.23,no
1806,15683471,Hansen,691,France,Male,38,7,0.0,2,no,no,81617.4,no
1807,15605037,Ting,818,France,Female,49,2,0.0,1,no,yes,192298.84,yes
1808,15576085,Stone,739,France,Male,41,5,0.0,2,no,no,143882.25,no
1809,15770435,McLean,639,France,Female,50,6,115335.32,2,yes,yes,53130.41,no
1810,15592994,Zikoranachidimma,651,France,Female,65,0,0.0,2,yes,yes,190454.04,no
1811,15624068,Fu,779,France,Female,26,0,0.0,2,no,yes,111906.0,no
1812,15595221,Trevisano,850,Germany,Female,33,7,134678.13,1,yes,no,113177.95,no
1813,15637131,Fallaci,829,France,Male,38,9,0.0,2,yes,no,30529.88,no
1814,15613471,Wiley,579,Germany,Male,31,2,90547.48,2,yes,yes,18800.13,no
1815,15583499,Chiagoziem,510,France,Male,32,9,103324.78,1,yes,yes,46127.7,no
1816,15752816,Murray,531,France,Male,29,3,114590.58,1,no,no,75585.48,no
1817,15804075,Chuang,628,Germany,Female,36,3,91286.51,1,yes,no,63085.94,no
1818,15800517,Huang,633,Spain,Male,32,5,163340.12,2,yes,yes,74415.2,no
1819,15712319,Chukwukere,714,Spain,Male,45,8,150900.29,2,no,yes,139889.15,no
1820,15797389,Hsia,604,Spain,Male,23,9,124577.33,1,yes,yes,7267.25,no
1821,15621432,Lee,630,Spain,Male,35,1,0.0,2,no,no,186826.22,no
1822,15779390,Theus,850,Spain,Female,31,4,91292.7,1,yes,yes,162149.07,no
1823,15711219,Jennings,788,Germany,Female,57,8,93716.72,1,yes,yes,180150.49,yes
1824,15770498,Parker,798,France,Female,37,4,111723.08,1,yes,yes,83478.12,no
1825,15678727,Tan,770,Germany,Male,45,4,110765.68,1,yes,no,26163.74,yes
1826,15573893,Barry,569,Germany,Male,25,9,173459.45,2,yes,yes,44381.06,no
1827,15740104,Tuan,425,Spain,Female,22,7,169649.73,2,no,yes,136365.0,yes
1828,15792649,Patterson,547,Spain,Female,31,9,0.0,2,no,no,99294.22,no
1829,15605275,Ofodile,725,Germany,Male,45,8,116917.07,1,no,no,173464.43,yes
1830,15572467,Chandler,506,France,Male,37,5,0.0,2,yes,yes,127543.81,no
1831,15738219,Nash,632,France,Female,36,7,0.0,2,yes,yes,52526.65,no
1832,15600710,Atkinson,620,France,Male,22,0,0.0,1,yes,no,32589.45,no
1833,15804394,Brenan,663,Germany,Male,32,8,130627.66,1,yes,no,47161.25,yes
1834,15694188,Obidimkpa,700,Spain,Female,46,5,56580.95,2,no,yes,45424.13,no
1835,15583718,Terry,696,Germany,Male,38,6,142316.14,1,yes,yes,8018.49,no
1836,15802478,Spring,767,Spain,Male,31,6,0.0,2,yes,yes,195668.0,no
1837,15619343,Mahmood,561,France,Male,56,7,152759.0,2,yes,no,133167.11,yes
1838,15758813,Campbell,350,Germany,Male,39,0,109733.2,2,no,no,123602.11,yes
1839,15761374,Bellucci,706,France,Male,54,9,117444.51,1,yes,yes,186238.85,no
1840,15569209,Amaechi,464,Spain,Female,34,5,76001.57,1,yes,yes,158668.87,no
1841,15788539,Foxall,501,France,Female,34,3,107747.57,1,yes,no,9249.36,no
1842,15747222,Bentley,745,Spain,Female,35,8,0.0,2,yes,yes,116581.1,no
1843,15769346,Baird,587,France,Female,36,1,134997.49,2,yes,no,44688.08,no
1844,15699634,Howard,667,France,Female,48,2,0.0,2,yes,yes,148608.39,no
1845,15589076,Henry,737,France,Male,36,9,0.0,1,no,yes,188670.9,yes
1846,15812338,Sopuluchukwu,485,Spain,Female,30,7,0.0,1,yes,no,107067.37,no
1847,15758845,Rocher,590,Spain,Female,37,0,64345.21,1,no,yes,61759.33,yes
1848,15685844,White,518,Germany,Female,35,8,141665.63,1,no,yes,192776.64,no
1849,15583090,Komar,581,Spain,Female,29,8,0.0,2,yes,no,46735.19,no
1850,15587581,Russo,785,Germany,Female,33,5,136624.6,2,yes,yes,169117.74,no
1851,15633640,Loewenthal,799,France,Female,52,4,161209.66,1,yes,yes,89081.41,no
1852,15573741,Aliyeva,698,Spain,Male,38,10,95010.92,1,yes,yes,105227.86,no
1853,15633574,Montes,730,France,Female,41,4,167545.32,1,yes,no,128246.81,no
1854,15711455,Kuo,740,Germany,Female,36,4,109044.6,1,no,no,94554.74,yes
1855,15570601,Cheng,785,France,Female,47,9,122031.55,1,yes,yes,33823.5,yes
1856,15690925,McIntosh,527,Spain,Female,29,2,27755.97,1,yes,no,97468.44,yes
1857,15709338,T'ao,544,France,Female,29,1,118560.55,1,yes,yes,164137.36,no
1858,15780746,Tyndall,705,France,Male,61,4,0.0,2,yes,yes,191313.7,no
1859,15681956,Bailey,684,France,Male,34,9,0.0,2,yes,yes,65257.57,no
1860,15778190,Onyekaozulu,639,Spain,Female,28,8,97840.72,1,yes,yes,178222.77,no
1861,15786852,Nwachukwu,565,Germany,Female,38,2,158651.29,2,yes,yes,179445.28,no
1862,15726494,Romani,481,France,Male,44,9,175303.06,1,yes,no,65500.53,yes
1863,15641183,Chin,731,Spain,Male,25,8,96950.21,1,yes,no,97877.92,no
1864,15805312,Bellucci,607,France,Male,45,7,123859.6,1,no,yes,113051.57,no
1865,15636572,Christmas,760,France,Female,32,7,0.0,2,yes,yes,105969.05,no
1866,15632575,Moore,559,France,Female,70,9,0.0,1,yes,yes,122996.76,no
1867,15740164,Genovesi,715,France,Female,33,3,85227.84,1,yes,yes,68087.15,no
1868,15574947,Cartwright,656,France,Male,36,8,97786.08,2,no,yes,21478.36,no
1869,15597909,Johnstone,652,Germany,Male,33,7,128135.99,1,yes,no,158437.73,no
1870,15782574,Warner,624,Spain,Male,33,6,0.0,2,no,no,76551.7,no
1871,15734999,Stephenson,634,Spain,Male,36,2,85996.19,1,yes,no,15887.68,no
1872,15706593,Ellis,850,Spain,Female,50,10,0.0,2,yes,yes,33741.84,no
1873,15766686,Nebechi,659,Germany,Female,39,1,104502.11,1,yes,no,20652.69,no
1874,15590268,Chu,529,Spain,Male,35,5,95772.97,1,yes,yes,112781.5,no
1875,15763055,Onuchukwu,572,Spain,Male,31,5,98108.79,1,no,yes,119996.95,no
1876,15664754,Steele,640,Germany,Male,39,9,131607.28,4,no,yes,6981.43,yes
1877,15643630,Quaife,770,Spain,Male,55,9,63127.41,2,yes,no,185211.28,yes
1878,15641043,Scott,648,Spain,Male,35,7,0.0,2,yes,yes,78436.36,no
1879,15768095,Yeh,579,France,Male,31,9,0.0,1,no,yes,139048.0,no
1880,15811314,Y?,589,Germany,Female,36,9,140355.56,2,yes,no,136329.96,no
1881,15669922,Conti,530,Spain,Female,36,2,0.0,2,yes,yes,14721.8,no
1882,15707114,Holder,831,France,Male,30,2,0.0,2,no,yes,3430.38,no
1883,15670602,Burgess,790,Germany,Male,24,7,107418.27,1,no,yes,160450.21,no
1884,15713479,Ozuluonye,656,France,Male,35,6,0.0,2,yes,no,1485.27,no
1885,15663830,De Luca,563,Spain,Male,32,6,0.0,2,yes,yes,19720.08,no
1886,15566958,Li Fonti,667,Spain,Male,39,7,167557.12,1,yes,yes,41183.02,no
1887,15680918,Freeman,613,Spain,Male,34,8,117300.02,1,yes,no,139410.08,no
1888,15663921,Pisani,429,France,Male,60,7,0.0,2,yes,yes,163691.48,no
1889,15716324,Ignatieff,665,France,Female,23,9,143672.9,1,yes,yes,115147.33,no
1890,15796969,Lahti,731,France,Male,33,4,0.0,2,yes,yes,74945.11,no
1891,15574783,Perkins,584,France,Female,37,1,0.0,2,yes,yes,180363.56,no
1892,15773487,Conway,634,Germany,Female,31,8,76798.92,1,no,no,196021.73,no
1893,15802486,Hayes,488,France,Male,34,3,0.0,2,yes,yes,125979.36,no
1894,15783398,Rizzo,535,Spain,Female,49,7,115309.75,1,yes,no,111421.77,no
1895,15649418,Krylov,776,France,Female,29,7,178171.04,2,yes,yes,115818.51,no
1896,15604588,Li Fonti,850,Spain,Female,38,3,0.0,2,no,yes,179360.76,no
1897,15735428,Talbot,673,Spain,Female,37,0,0.0,2,no,no,82351.06,no
1898,15629078,Matthias,850,Germany,Female,45,5,127258.79,1,yes,yes,192744.23,yes
1899,15806880,Boyle,627,Spain,Female,30,6,0.0,1,yes,yes,113408.47,no
1900,15754999,Ch'eng,570,France,Female,33,8,0.0,1,yes,yes,124641.42,no
1901,15781034,Mason,796,Spain,Male,67,5,0.0,2,no,yes,54871.02,no
1902,15622017,Bruno,773,Spain,Female,33,10,0.0,1,yes,yes,98820.09,no
1903,15705885,Smeaton,752,Spain,Male,36,2,0.0,2,yes,yes,45570.84,no
1904,15677382,Miller,625,Spain,Female,69,1,107569.96,1,yes,yes,182336.45,no
1905,15566843,Gotch,535,Germany,Male,20,9,134874.4,1,yes,yes,118825.56,no
1906,15608387,Fu,786,France,Female,29,4,0.0,2,yes,no,103372.79,no
1907,15810786,O'Toole,620,France,Female,67,3,0.0,2,yes,yes,43486.73,no
1908,15626983,Ledford,605,Spain,Female,48,6,0.0,2,yes,yes,40062.99,no
1909,15773605,Iadanza,670,Spain,Female,32,3,0.0,2,yes,no,46175.7,no
1910,15811261,Alaniz,617,Spain,Male,42,0,70105.87,1,yes,yes,120830.73,no
1911,15590606,Saunders,595,France,Male,41,9,0.0,2,yes,no,5967.09,no
1912,15576644,Lin,687,Germany,Female,29,4,78939.15,1,yes,no,122134.56,yes
1913,15750264,Pinto,757,Germany,Male,30,6,105128.85,2,yes,yes,62972.13,no
1914,15741554,Streeter,746,Spain,Male,31,2,113836.27,1,yes,yes,174815.54,no
1915,15769051,Shaw,503,Spain,Male,25,7,0.0,1,no,yes,192841.13,no
1916,15812198,Chen,543,Germany,Male,48,1,100900.5,1,no,no,33310.72,yes
1917,15699772,Barclay,428,Germany,Female,40,3,129248.11,2,yes,no,72876.43,yes
1918,15744105,Kodilinyechukwu,768,France,Female,28,3,109118.05,2,no,yes,50911.41,no
1919,15739858,Otitodilichukwu,618,France,Male,56,7,0.0,1,yes,yes,142400.27,yes
1920,15723720,McKenzie,591,France,Female,31,7,0.0,2,no,yes,48778.46,no
1921,15638355,Woods,658,France,Female,35,5,126397.66,1,no,no,156361.58,yes
1922,15805637,Hsing,625,France,Male,36,9,108546.16,3,yes,no,133807.77,yes
1923,15629575,Wheare,717,France,Male,36,2,148061.89,1,yes,no,179128.69,yes
1924,15586243,Yobachi,667,France,Male,44,8,122277.87,1,yes,yes,91810.71,no
1925,15757931,Fang,804,France,Male,24,3,0.0,2,yes,no,173195.33,no
1926,15716023,Pearson,693,France,Male,31,1,0.0,2,no,yes,182270.88,no
1927,15647782,Brown,729,Germany,Male,36,8,152899.24,2,yes,no,177130.33,no
1928,15716609,L?,484,Germany,Male,54,3,134388.11,1,no,no,49954.79,yes
1929,15623791,Padovesi,632,Spain,Female,40,3,109740.62,1,yes,no,141896.74,no
1930,15627262,Soto,536,Germany,Male,23,6,92366.72,2,yes,no,120661.71,no
1931,15652693,Greco,573,France,Female,26,4,129109.02,1,no,no,149814.68,yes
1932,15586993,Giordano,655,Spain,Female,56,5,0.0,2,yes,yes,41782.7,no
1933,15815560,Bogle,666,Germany,Male,74,7,105102.5,1,yes,yes,46172.47,no
1934,15584930,Grimmett,726,Germany,Male,30,5,111375.32,2,yes,no,2704.09,no
1935,15799031,Ayers,523,France,Male,39,3,0.0,2,yes,no,6726.53,no
1936,15810457,Miller,728,Germany,Female,33,9,150412.14,2,yes,no,170764.08,no
1937,15697879,Webb,701,France,Male,30,3,156660.72,2,yes,no,45742.42,no
1938,15594902,Lombardi,518,France,Male,38,3,90957.81,1,no,yes,162304.59,no
1939,15799710,Wei,739,France,Male,37,7,104960.46,1,no,yes,80883.82,no
1940,15659651,Ross,531,Germany,Female,31,7,117052.82,1,yes,no,118508.09,yes
1941,15645956,Jideofor,452,Spain,Male,44,3,88915.85,1,yes,no,69697.74,no
1942,15651713,King,684,France,Male,45,6,148071.39,1,yes,no,183575.01,no
1943,15737265,Nwokeocha,728,Germany,Male,39,6,152182.83,1,no,no,161203.6,no
1944,15687310,Humphries,783,Spain,Male,39,9,0.0,2,yes,no,143752.77,no
1945,15607347,Olisaemeka,734,France,Male,22,5,130056.23,1,no,no,121894.31,yes
1946,15698321,Yobanna,648,Germany,Male,34,3,95039.73,2,yes,yes,147055.87,no
1947,15657812,Ch'iu,688,France,Male,52,1,0.0,2,yes,yes,172033.57,no
1948,15569187,Fleming,680,Spain,Male,35,9,0.0,2,no,no,143774.06,no
1949,15681562,Trevisan,516,France,Female,43,2,112773.73,2,yes,yes,139366.58,no
1950,15615456,Aleksandrova,680,France,Female,37,10,123806.28,1,yes,no,81776.84,yes
1951,15589793,Onwuamaeze,604,France,Male,53,8,144453.75,1,yes,no,190998.96,yes
1952,15781884,Knox,624,Germany,Male,27,9,94667.29,2,no,yes,4470.52,no
1953,15675190,Chia,623,France,Male,21,10,0.0,2,no,yes,135851.3,no
1954,15600734,Townsend,624,Spain,Male,51,5,174397.21,2,yes,yes,172372.63,no
1955,15779176,Dike,565,Germany,Female,58,3,108888.24,3,no,yes,135875.51,yes
1956,15605286,Moyes,565,France,Male,55,4,118803.35,2,yes,yes,128124.7,yes
1957,15674922,Beavers,710,France,Male,54,6,171137.62,1,yes,yes,167023.95,yes
1958,15737506,Tretiakova,645,France,Male,42,6,0.0,1,no,no,149807.01,no
1959,15780514,Fuller,707,France,Male,33,8,136678.52,1,yes,no,54290.62,no
1960,15623647,Dellucci,655,Spain,Female,36,1,135515.76,1,yes,no,86013.96,no
1961,15668472,Ritchie,705,Spain,Female,24,5,177799.83,2,no,no,79886.06,no
1962,15692416,Aikenhead,358,Spain,Female,52,8,143542.36,3,yes,no,141959.11,yes
1963,15771139,Douglas,578,Germany,Male,34,8,147487.23,2,yes,no,66680.77,no
1964,15738318,Kung,800,France,Female,40,5,97764.41,1,yes,no,98640.15,yes
1965,15772243,MacDonald,612,France,Female,33,9,0.0,1,no,no,142797.5,yes
1966,15638463,Okwudilichukwu,681,Germany,Female,48,8,139480.18,1,yes,yes,163581.67,no
1967,15598088,Ni,559,Spain,Male,25,5,0.0,2,yes,yes,163221.22,no
1968,15693468,Simmons,488,Spain,Female,39,9,140553.46,1,no,no,12440.44,no
1969,15671930,H?,717,France,Female,36,5,0.0,2,yes,yes,145551.6,no
1970,15762268,Hancock,666,France,Female,41,10,141162.08,1,yes,no,50908.48,no
1971,15780954,Cran,582,Spain,Male,26,4,65848.36,2,yes,no,30149.21,no
1972,15700174,McKay,733,Spain,Female,30,0,83319.28,1,no,no,57769.2,no
1973,15635728,P'an,693,France,Male,41,4,0.0,2,no,no,156381.47,no
1974,15679283,Parkhill,694,France,Female,33,4,129731.64,2,yes,no,178123.86,no
1975,15591386,Golubova,622,France,Female,35,5,0.0,2,yes,no,51112.8,no
1976,15694192,Nwankwo,598,Spain,Female,38,6,0.0,2,no,no,173783.38,no
1977,15585901,Johnson,717,Spain,Male,35,1,0.0,3,no,no,174770.14,yes
1978,15792329,Mao,494,Germany,Male,37,5,107106.33,2,yes,no,172063.09,no
1979,15635597,Echezonachukwu,644,France,Male,33,8,0.0,2,yes,yes,155294.17,no
1980,15775880,McElyea,554,France,Female,30,9,0.0,2,yes,yes,40320.3,no
1981,15630913,Rosas,476,Spain,Female,69,1,105303.73,1,no,yes,134260.34,no
1982,15756680,Phillips,667,France,Male,28,6,165798.1,1,yes,no,147090.9,no
1983,15587913,Palerma,748,Spain,Female,40,4,0.0,2,yes,no,132368.47,no
1984,15737605,Morris,531,Spain,Female,45,1,126495.57,2,yes,yes,164741.5,no
1985,15627876,Pavlova,719,Spain,Female,47,9,116393.59,1,yes,no,63051.32,yes
1986,15772601,Lu,845,Germany,Female,41,2,81733.74,2,no,no,199761.29,no
1987,15758606,Yamamoto,738,France,Male,54,4,0.0,1,no,yes,55725.04,yes
1988,15657107,Angelo,563,Spain,Female,46,8,106171.68,1,yes,no,163145.5,yes
1989,15622454,Zaitsev,695,Spain,Male,28,0,96020.86,1,yes,yes,57992.49,no
1990,15775803,Cawker,841,Spain,Male,41,1,0.0,2,no,yes,193093.77,no
1991,15570859,Froggatt,626,Germany,Male,36,2,181671.16,2,yes,yes,57531.14,no
1992,15748381,Gorbunov,613,France,Female,29,6,185709.28,2,yes,yes,77242.19,no
1993,15787189,Tai,824,Germany,Male,60,8,134250.17,3,no,no,153046.16,yes
1994,15666055,Rowe,705,France,Female,49,7,0.0,1,yes,no,63405.2,yes
1995,15617648,Mikkelsen,584,France,Female,44,5,95671.75,2,yes,yes,106564.88,no
1996,15755678,Kovalyov,534,France,Male,62,2,0.0,2,no,no,42763.12,yes
1997,15624781,Mbanefo,672,France,Female,34,1,142151.75,2,yes,yes,168753.34,no
1998,15779497,Ts'ai,603,France,Male,43,5,127823.93,1,yes,yes,19483.35,no
1999,15567399,Enderby,633,Germany,Male,43,3,144164.29,1,yes,yes,158646.46,no
2000,15613656,Lombardi,842,France,Male,58,1,63492.94,1,yes,yes,83172.19,no
2001,15734311,Hamilton,661,France,Female,27,3,0.0,2,yes,yes,76889.79,no
2002,15657214,Hsia,601,France,Male,74,2,0.0,2,no,yes,51554.58,no
2003,15799350,Mao,632,France,Male,41,0,106134.46,1,no,yes,105570.39,no
2004,15729970,Ugochukwu,684,Germany,Male,29,8,127269.75,1,no,yes,79495.01,no
2005,15725835,West,785,Germany,Female,32,3,124493.03,2,no,yes,52583.79,yes
2006,15745543,Hughes,687,France,Male,39,7,0.0,2,yes,no,26848.25,no
2007,15727384,Chukwuemeka,705,Germany,Female,43,10,146547.78,1,no,yes,10072.55,yes
2008,15666916,Lira,639,France,Male,43,6,99610.92,2,yes,no,187296.78,no
2009,15732917,Li,729,Germany,Male,46,5,117837.43,1,yes,no,104016.61,yes
2010,15612050,Castiglione,556,Spain,Female,48,8,168522.37,1,yes,yes,151310.16,no
2011,15726267,Paterson,570,France,Male,32,9,117337.54,2,no,yes,62810.91,no
2012,15780124,Blair,841,France,Male,74,9,108131.53,1,no,yes,60830.38,no
2013,15742238,Dellucci,705,Germany,Male,35,4,136496.12,2,yes,no,116672.02,no
2014,15679024,Udinesi,553,France,Male,32,3,116324.53,1,yes,no,77304.49,no
2015,15715297,Yuan,779,Germany,Female,40,2,75470.23,1,yes,yes,52894.01,no
2016,15633612,Yuryeva,696,France,Male,28,4,172646.82,1,yes,yes,116471.43,no
2017,15602929,Wilson,728,Spain,Female,37,4,0.0,1,no,no,4539.38,no
2018,15696703,Dean,691,Germany,Male,27,3,160358.68,2,yes,no,142367.72,no
2019,15756668,Ross,706,France,Male,30,3,98415.37,1,yes,yes,110520.48,no
2020,15565779,Kent,627,Germany,Female,30,6,57809.32,1,yes,no,188258.49,no
2021,15795519,Vasiliev,716,Germany,Female,18,3,128743.8,1,no,no,197322.13,no
2022,15761477,Golibe,501,Germany,Male,24,4,130806.42,2,yes,no,80241.14,no
2023,15731890,Chukwukere,601,France,Male,41,1,123971.16,1,no,yes,172814.99,no
2024,15633043,Fedorova,545,Spain,Female,39,6,0.0,1,no,no,38410.74,yes
2025,15752953,Chien,634,France,Male,45,9,0.0,2,no,no,17622.82,no
2026,15603088,Rossi,451,Spain,Female,23,9,0.0,2,no,yes,48021.71,no
2027,15606613,Samson,655,France,Female,59,7,0.0,1,yes,no,88958.49,yes
2028,15635939,Fenton,458,France,Female,39,9,0.0,2,yes,no,116343.09,no
2029,15666043,Mackey,520,France,Male,33,4,156297.58,2,yes,yes,166102.61,no
2030,15746190,Payton,624,Spain,Female,28,2,0.0,2,no,yes,104353.26,no
2031,15591357,Cowger,765,France,Male,51,3,123372.3,1,yes,yes,115429.32,no
2032,15658716,Banks,667,Germany,Female,37,5,92171.35,3,yes,no,178106.34,yes
2033,15679909,Pugliesi,665,Spain,Male,41,8,0.0,2,yes,no,132152.32,no
2034,15634262,Fantin,709,Germany,Male,34,4,148375.19,2,yes,yes,21521.38,no
2035,15799825,Bentley,583,France,Female,44,8,0.0,2,yes,yes,27431.62,no
2036,15756875,Freeman,782,Spain,Male,34,6,147422.44,1,no,yes,42143.61,no
2037,15678146,Wong,668,Spain,Female,24,7,173962.32,1,no,no,106457.11,yes
2038,15710743,Onwuamaeze,621,France,Male,47,0,0.0,1,yes,yes,133831.37,yes
2039,15595831,Shen,579,Germany,Female,64,6,145215.43,1,yes,yes,164083.72,no
2040,15626684,Huang,547,France,Female,38,5,167539.97,1,no,yes,159207.34,no
2041,15709846,Yeh,840,France,Female,39,1,94968.97,1,yes,no,84487.62,no
2042,15635459,Shih,667,Germany,Female,27,3,106116.5,2,yes,no,3674.71,no
2043,15642544,Henderson,723,France,Male,34,5,0.0,2,no,yes,12092.03,no
2044,15566494,Fang,487,France,Male,45,2,0.0,2,yes,no,77475.73,no
2045,15655238,Dellucci,668,France,Female,31,9,0.0,2,no,no,41291.73,no
2046,15733429,Chou,520,Germany,Male,34,8,120018.86,2,yes,yes,343.38,no
2047,15814536,Conti,549,France,Male,37,2,112541.54,2,no,no,47432.43,no
2048,15771702,Roberts,567,France,Female,35,5,166118.45,2,yes,no,127827.18,no
2049,15723008,Lo Duca,720,France,Female,45,1,102882.4,2,yes,yes,35633.15,yes
2050,15797160,Glover,492,France,Female,49,8,0.0,1,yes,yes,182865.09,yes
2051,15792222,Johnstone,712,France,Female,37,1,106881.5,2,no,no,169386.81,no
2052,15644765,Ashton,689,Germany,Male,26,4,120727.97,1,no,yes,149073.88,no
2053,15610686,Melton,850,France,Male,63,8,169832.57,1,no,no,184107.26,yes
2054,15730868,Marshall,747,France,Male,41,5,0.0,2,yes,yes,22750.17,no
2055,15705991,Kenenna,469,Germany,Male,38,9,113599.42,1,no,no,11950.29,no
2056,15577078,Zakharov,539,Spain,Male,38,6,0.0,1,yes,yes,152880.07,yes
2057,15679550,Chukwualuka,743,France,Male,32,9,0.0,2,yes,no,175252.78,no
2058,15787655,Chu,707,France,Male,47,3,0.0,2,yes,no,174303.29,no
2059,15668081,Capon,581,Spain,Female,50,4,0.0,2,yes,yes,80701.72,no
2060,15747980,Cattaneo,737,Spain,Male,38,6,146282.79,2,yes,no,198516.2,no
2061,15710295,Patrick,445,Germany,Female,38,6,119413.62,2,yes,no,175756.36,no
2062,15724443,Taylor,703,Germany,Female,29,3,122084.63,1,no,yes,82824.08,no
2063,15571305,Stephenson,588,Germany,Female,35,1,103060.63,1,yes,no,179866.01,yes
2064,15569503,Yeh,765,France,Male,44,6,0.0,2,yes,yes,159899.97,no
2065,15581840,DeRose,626,France,Male,33,8,0.0,2,yes,no,138504.28,no
2066,15772262,Vavilov,545,Germany,Male,37,9,110483.86,1,yes,yes,127394.67,no
2067,15767794,Browne,744,France,Male,31,9,120718.28,1,yes,yes,58961.49,no
2068,15629338,Collingridge de Tourcey,658,Spain,Female,31,2,36566.96,1,yes,no,103644.98,yes
2069,15790379,Rowe,629,Germany,Male,28,8,108601.0,1,yes,yes,119647.7,no
2070,15750684,Jibunoh,719,France,Female,42,4,0.0,1,yes,no,28465.86,yes
2071,15697214,Korovin,686,Spain,Female,36,5,0.0,2,yes,yes,152979.14,no
2072,15711015,Hammonds,743,France,Male,36,4,0.0,2,yes,yes,190911.02,no
2073,15573309,Ward,626,Spain,Female,48,2,0.0,2,yes,yes,95794.98,no
2074,15805303,Olisanugo,661,Germany,Male,44,1,141136.62,1,yes,no,189742.78,yes
2075,15741385,Gallop,710,Germany,Male,45,9,108231.37,1,yes,yes,188574.08,no
2076,15780254,Gartrell,654,France,Male,40,6,0.0,1,no,no,183872.88,yes
2077,15744843,K'ung,569,Spain,Female,34,6,144855.34,1,no,no,196555.32,no
2078,15815626,Oluchi,640,France,Male,63,2,68432.45,2,yes,yes,112503.24,yes
2079,15784736,Jamieson,562,France,Male,45,6,136855.24,1,yes,no,46864.0,no
2080,15813412,Barlow,721,France,Female,55,3,44020.89,1,yes,no,65864.4,yes
2081,15809143,White,456,Germany,Male,32,9,133060.63,1,yes,yes,125167.92,no
2082,15617617,Stewart,811,Spain,Male,39,7,0.0,2,yes,yes,177519.39,no
2083,15779738,Buccho,534,France,Male,24,1,0.0,1,yes,yes,169653.32,no
2084,15668669,Benson,423,France,Female,36,5,97665.61,1,yes,no,118372.55,yes
2085,15687477,Thompson,594,Germany,Male,28,5,185013.02,1,yes,no,16481.12,no
2086,15578908,Todd,725,Spain,Female,32,0,0.0,2,yes,yes,138525.19,no
